Country,Confucius Institute,Link,Active,City,Other Links,"date est.
(mm/dd/yyyy)",,
Mongolia,Confucius Institute at Khovd university,http://english.hanban.org/node_45255.htm,yes,Khovd,"https://www.facebook.com/kunzinstitute/?ref=page_internal
http://herp.mn/pages/%D1%85%D0%BE%D0%B2%D0%B4-%D0%B8%D1%85-%D1%81%D1%83%D1%80%D0%B3%D1%83%D1%83%D0%BB%D1%8C%D0%B4-%D0%BE%D1%80%D0%BE%D0%BD-%D0%BD%D1%83%D1%82%D0%B3%D0%B8%D0%B9%D0%BD-%D0%B0%D0%BD%D1%85%D0%BD%D1%8B-%D0%BA%D0%BD%D0%B7%D0%B8%D0%B9%D0%BD-%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82-%D0%BD%D1%8D%D1%8D%D0%B3%D0%B4%D1%8D%D1%85%D1%8D%D0%B4-%D0%B1%D1%8D%D0%BB%D1%8D%D0%BD-%D0%B1%D0%BE%D0%BB%D0%BB%D0%BE%D0%BE",9/10/2015,,
Mongolia,Confucius Institute at Dornod University,,future,Choibalsan,"https://www.facebook.com/dornoduniversity/posts/1010726315632263/
https://www.facebook.com/dornoduniversity/posts/1664196290285259
https://www.facebook.com/dornoduniversity/posts/2862171360487740",,,
Morocco,Confucius Institute at Mohammed V University,http://ci-mu5.ma.chinesecio.com/,yes,Rabat,"http://www.chinatoday.com.cn/ctarabic/2018/wmdslzdf/201810/t20181026_800145332.html
http://www.xinhuanet.com/english/2019-09/28/c_138431784.htm",12/4/2009,,
Morocco,Confucius Institute at Hassan II University,http://ciuh2c.ma.chinesecio.com/,yes,Casablanca,"http://www.chinatoday.com.cn/ctarabic/2018/wmdslzdf/201810/t20181026_800145332.html
https://www.facebook.com/ciuh2/posts/2067849650108732/
https://rue20.com/368874.html
12/4/2009",1/18/2013,,
Morocco,Confucius Institute at Abdelmalek Essaadi University,http://zhuanti.hanban.org/videolist/?cat=383&tag=en,maybe,Tetouan,"http://www.chinatoday.com.cn/ctarabic/2018/wmdslzdf/201810/t20181026_800145332.html
https://www.uae.ma/website/fr/content/institut-confucius-de-l%E2%80%99universit%C3%A9-abdelmalek-essaadi
https://www.icuae.ma/",9/22/2016,,
Mozambique,Confucius Institute at Eduardo Mondlane University,http://english.hanban.org/node_37935.htm,yes,Maputo,https://uem.mz/index.php/noticias-recentes/1281-uem-recebe-os-edif-cios-da-eca-e-do-instituto-confucius,10/1/2012,,
Namibia,Confucius Institute at the University of Namibia,http://www.unam.na/,yes,Windhoek,"https://www.facebook.com/Confuciusinstituteatunam/
https://www.chinadaily.com.cn/a/202108/02/WS61078b5da310efa1bd666079.html
https://www.imago-images.com/st/0060387281",8/23/2013,,
Nepal,Confucius Institute at Kathmandu University,http://www.ku.edu.np/ci,maybe,Dhulikhel,"http://ci.ku.edu.np/index11.php?go=home
https://finsindia.org/dragons-soft-power-through-higher-education-in-nepal/",6/13/2007,,
Nepal,Confucius Institute at Tribhuvan University,http://zhuanti.hanban.org/videolist/?cat=787&tag=en,future,Kirtipur,"https://myrepublica.nagariknetwork.com/news/confucius-institute-to-be-set-up-at-tu/
https://risingnepaldaily.com/main-news/nepal-china-sign-altogether-20-agreements-mous-with-list
https://kathmandupost.com/national/2019/10/15/government-has-agreed-to-promote-mandarin-in-nepali-schools-and-not-everyone-seems-pleased
https://www.nepalitimes.com/latest/nepal-china-agreements-are-stuck/",,,
Netherlands,Groningen Confucius Institute,http://konfuzius-institut.uni-graz.at/de/,yes,Groningen,"https://www.confuciusgroningen.nl/
https://www.facebook.com/Groningen-Confucius-Institute-108520622564327/
https://www.rug.nl/about-ug/latest-news/news/archief2021/nieuwsberichten/confucius-instituut-groningen?lang=en
https://www.rug.nl/news/2011/05/077_11?lang=en",5/24/2011,,
Netherlands,Confucius Institute at ZUYD University of Applied Sciences,https://www.confuciusmaastricht.nl/,yes,Heerlen,"http://www.xinhuanet.com//english/2017-07/08/c_136426813.htm
https://www.facebook.com/confuciusmaastricht/",7/7/2017,,
New Zealand,Confucius Institute in Auckland,http://ci.ac.nz/,yes,Auckland,https://www.facebook.com/CIAUCKLAND/,6/29/1905,,
New Zealand,Confucius Institute at University of Canterbury,http://www.ci.canterbury.ac.nz/,yes,Christchurch,"https://www.canterbury.ac.nz/arts/research/ci/
https://www.facebook.com/Confucius-Institute-UC-2074145109494151/",11/1/2009,,
New Zealand,Confucius Institute at Victoria University of Wellington,http://www.victoria.ac.nz/ci/,yes,Wellington,,6/1/2010,,
Nigeria,Confucius Institute at the University of Lagos,https://confuciusinstituteunilag.com/,yes,Lagos,https://www.vanguardngr.com/2009/11/confucius-institute-opens-at-unilag-for-teaching-of-chinese-language/,11/5/2009,,
Nigeria,Confucius Institute at Nnamdi Azikiwe University,http://english.hanban.org/node_10939.htm,yes,Awka,"https://unizik.edu.ng/chinese-confucius-institute-ci/
https://unizik.edu.ng/unizik-ci-student-makes-top-30-in-the-chinese-proficiency-competition-involving-130-foreign-college-students/",2/1/2009,,
Norway,Confucius Institute in Bergen,http://www.konfucius.no/,no,Bergen,https://www.facebook.com/bergenkonfutse/posts/thank-you-for-your-interest-in-the-confucius-institute-in-bergen-and-our-activit/3544647595643331/,6/29/1905,,
Pakistan,Confucius Institute in Islamabad,http://english.hanban.org/node_10868.htm,yes,Islamabad,"http://www.xinhuanet.com/english/asiapacific/2021-03/18/c_139819968.htm
https://www.learningall.com/confucius-institute-numl-islamabad-chinese-language-course/
https://www.facebook.com/CLTAP/
http://www.numl.edu.pk/faculties/Confucius%20Institute",6/27/1905,,
Pakistan,Confucius Institute at University of Karachi,http://www.uok.edu.pk/,yes,Karachi,"https://www.facebook.com/CIKU2018/
https://www.uok.edu.pk/admissions/2021/chinpro.pdf
https://www.ilmkidunya.com/admissions/admission-open-in-confucius-institute-university-of-karachi-26-jul-2021-14694.aspx",11/29/2013,,
Pakistan,"Confucius Institute at University of Agriculture, Faisalabad",http://www.uaf.edu.pk/,yes,Faisalabad,"https://www.facebook.com/ciuaf/
https://ci.uaf.edu.pk/",2/12/2015,,
Pakistan,Confucius Institute at University of the Punjab,http://www.pu.edu.pk/cipu/,yes,Lahore ,"https://www.facebook.com/Confucius-Institute-Punjab-University-Lahore-237342330134321/
http://pu.edu.pk/home/department/90032/",7/2/2015,,
Pakistan,Confucius Institute at University of Sargodha,http://zhuanti.hanban.org/videolist/?cat=786&tag=en,maybe,Sargodha,"https://su.edu.pk/office/pakistan-institite-of-china-studies/initiatives
https://www.facebook.com/SargodhaUniversity.official/posts/d41d8cd9/2650230611920151/
https://academiamag.com/mou-between-sargodha-university-and-confucius-institute/
https://su.edu.pk/page/global-outlook",10/8/2019,,
Palestine,Confucius Institute at Al-Quds University,https://confucius.alquds.edu/,yes,Jerusalem,,12/16/2019,,
Panama,Confucius Institute at University of Panama,http://zhuanti.hanban.org/videolist/?cat=424&tag=en,yes,Panama City,"http://en.people.cn/n3/2018/1127/c90000-9522657.html
https://www.facebook.com/Instituto-Confucio-de-la-Universidad-de-Panam%C3%A1-1568350386595952/",9/1/2017,,
Papua New Guinea,Confucius Institute at Papua New Guinea University of Technology,http://zhuanti.hanban.org/videolist/?cat=688&tag=en,yes,Lae,"https://www.unitech.ac.pg/Confucius%20Institute
http://www.xinhuanet.com/english/asiapacific/2021-02/20/c_139755234.htm
https://www.thenational.com.pg/unitech-establishes-institute/",2/19/2021,,
,,,,,,,,
Peru,Confucius Institute at Catholic University of Santa Maria,http://english.hanban.org/node_8662.htm,yes,Arequipa,"https://english.gdufs.edu.cn/info/1042/2397.htm
https://www.facebook.com/Instituto-Confucio-UCSM-102495391593043/
https://www.ucsm.edu.pe/instituto-confucio/",9/10/2009,,
Peru,Confucius Institute at University of Piura,http://www.confucio.udep.edu.pe/,yes,Piura,"https://2020.udep.edu.pe/confucio/cursos/chino-mandarin-piura/ciclo-regular2021/
https://www.facebook.com/ConfucioUDEP/",9/25/2009,,
Peru,Confucius Institute at Catholic University of Peru,http://confucio.pucp.edu.pe/,yes,Lima,https://confucio.pucp.edu.pe/,7/1/1905,,
Peru,Confucius Institute at Ricardo Palma University,http://www.urp.edu.pe/iconfucio/,yes,Lima,,7/1/1905,,
Philippines,Confucius Institute at Ateneo de Manila University,http://www.ateneoconfucius.com/,yes,Quezon City,"http://www.ateneoconfucius.com/the-institute
https://www.philstar.com/other-sections/starweek-magazine/2006/10/01/360766/confucius-institute-finds-home",10/3/2006,,
Philippines,Confucius Institute at Bulacan State University,http://www.bulsu.edu.ph/,maybe,Malolos,"https://bulsu.edu.ph/confucius/home.html
https://www.facebook.com/CIBULSU/",2/28/2009,,
Philippines,Confucius Institute at Angeles University Foundation,http://www.auf.edu.ph/,yes,Angeles,"http://confucius.auf.edu.ph/
https://www.facebook.com/AUFconfucius/
https://www.fjnu.edu.cn/english/fb/59/c7187a260953/page.htm",1/10/2010,,
Philippines,Confucius Institute at University of the Philippines,http://english.hanban.org/node_45251.htm,yes,Quezon City,"https://www.facebook.com/CIUPD/
https://ci.upd.edu.ph/index.php?option=com_content&view=article&id=375&Itemid=546",10/12/2015,,
Philippines,Confucius Institute at Ateneo De Davao University,http://zhuanti.hanban.org/videolist/?cat=791&tag=en,yes,Davao,"https://taborasj.wordpress.com/2019/12/20/from-the-matteo-ricci-program-to-the-addu-confucius-institute/
https://ateneo153.rssing.com/chan-66040213/latest.php",12/19/2019,,
Poland,Confucius Institute in Krakow,http://www.instytutkonfucjusza.uj.edu.pl/,yes,Krakow,"https://en.uj.edu.pl/en_GB/news/-/journal_content/56_INSTANCE_SxA5QO0R5BDs/81541894/140595063
https://kzxy.bfsu.edu.cn/info/1088/1259.htm",9/29/2006,,
Poland,Confucius Institute in Opole,https://ik.po.opole.pl/,yes,Opole,"https://ik.po.opole.pl/?page_id=19
https://english.bjut.edu.cn/info/1040/1125.htm",10/8/2008,,
Poland,Confucius Institute at Adam Mickiewicz University,http://www.konfucjusz.amu.edu.pl/,yes,Poznań,"http://konfucjusz.amu.edu.pl/index.php?page=info-pl
http://www.china.org.cn/international/cultural_sidelines/2008-06/16/content_15819464.htm",6/16/2008,,
Poland,Confucius Institute at the University of Wroclaw,https://ik.uni.wroc.pl/zh/,maybe,Wrocław,https://ik.uni.wroc.pl/,12/2/2008,,
Poland,Confucius Institute at University of Gdańsk,https://instytutkonfucjusza.ug.edu.pl/,yes,Gdańsk,"http://international.cyu.edu.cn/news/201610/t20161021_78089.html
https://ug.edu.pl/news/en/961/ug-confucius-institute-new-management",9/21/2015,,
Poland,Confucius Institute at Warsaw University of Technology,https://www.confucius.pw.edu.pl/,maybe,Warsaw,https://asiaexplained.org/2019/10/new-confucius-institute-branch-in-warsaw-nowy-instytut-konfucjusza-w-warszawie/,9/23/2019,,
Portugal,Confucius Institute at the University of Lisbon,http://www.confucio.ul.pt/,yes,Lisbon,"https://www.confucio.ulisboa.pt/pt/
http://www.mandarinedu.org/English/news/10895.html
https://www.facebook.com/Instituto-Conf%C3%BAcio-da-Universidade-de-Lisboa-162993533868622/",4/8/2008,,
Portugal,Confucius Institute at the University of Minho,http://www.confucio.uminho.pt/,yes,Braga,http://www.confucio.uminho.pt/uploads/media_items/%E5%AD%A6%E5%AE%9E%E7%94%A8%E6%B1%89%E8%AF%AD-%E5%93%81%E9%9F%B5%E5%91%B3%E5%A4%A9%E6%B4%A5-%E5%8D%97%E5%BC%80%E5%A4%A7%E5%AD%A6-%E6%B1%89%E8%AF%AD%E6%A1%A5-%E7%9F%AD%E6%9C%9F%E7%BA%BF%E4%B8%8A%E9%A1%B9%E7%9B%AE%E6%8B%9B%E7%94%9F%E7%AE%80%E7%AB%A0-2.original.pdf,6/30/1905,,
Portugal,Confucius Institute at University of Aveiro,http://www.ua.pt/iconfucio,yes,Aveiro,,4/23/2015,,
Portugal,Confucius Institute at University of Coimbra,http://english.hanban.org/node_45703.htm,yes,Coimbra,"https://www.chinadaily.com.cn/culture/2016-07/06/content_25984151.htm
https://www.uc.pt/en/international/iuc",7/4/2016,,
Portugal,Confucius Institute at University of Porto,http://zhuanti.hanban.org/videolist/?cat=722&tag=en,yes,Porto,"https://www.porto.pt/en/news/the-university-of-porto-inaugurated-a-confucius-institute-and-classes-start-this-october
https://www.facebook.com/InstitutoConfucio.UP/",5/24/2019,,
Romania,Confucius Institute at Lucian Blaga University of Sibiu,http://cisibiu.ro.chinesecio.com/,yes,Sibiu,"https://www.facebook.com/confucius.sibiu
http://www.xinhuanet.com/english/2018-11/11/c_137597893.htm",6/29/1905,,
Romania,Confucius Institute at Babeş Bolyai University of Cluj-Napoca,http://english.hanban.org/node_9300.htm,yes,Cluj-Napoca,http://confucius.institute.ubbcluj.ro/despre-noi/istoric_confucius/,9/1/2009,,
Romania,Confucius Institute at Transilvania University of Brasov,http://confucius.unitbv.ro/,yes,Brașov,https://www.facebook.com/InstitutulConfuciusUNITBV/,3/26/2012,,
Romania,Confucius Institute at the University of Bucharest,http://www.confucius.unibuc.ro/,maybe,Bucharest,https://www.facebook.com/586139811537100/posts/the-confucius-institute-of-the-university-of-bucharest-institutul-confucius-din-/1378941088923631/,11/22/2013,,
Russia,Confucius Institute at Far Eastern National University,http://english.hanban.org/node_9114.htm,maybe,Vladivostok,"https://www.rsuh.ru/en/faculties-departments-and-international-centers/confucius-institute/
https://www.dvfu.ru/en/news/en_fefu-news/fefu_confucius_institute_conducted_calligraphic_competition/
https://www.tellerreport.com/news/2020-02-24---confucius-institute-at-russian-far-east-federal-university-says-russians-have-increased-interest-in-chinese-.SkzrLvM-48.html",9/1/2007,,
Russia,Confucius Institute at Russian State University for the Humanities,http://www.confucius-institute.ru/,yes,Moscow,,9/1/2007,,
Russia,Confucius Institute at Lomonosov Moscow State University,http://english.hanban.org/node_9112.htm,yes,Moscow,"https://ci.linguanet.ru/
https://linguanet.ru/en/cooperation/the-confucius-institute/",5/31/2011,,
Russia,Confucius Institute at Saint-Petersburg State University,http://www.ci.spbu.ru/,yes,Saint Petersburg,,,,
Russia,Confucius Institute at Irkutsk State University,http://confucius.dvgu.ru/,yes,Irkutsk,"http://www.confuci.irkutsk.ru/
https://twitter.com/isu_en/status/1274958226853974017",9/8/2007,,
Russia,Confucius Institute at Novosibirsk State University of Technology,http://www.confucius.nstu.ru/,yes,Novosibirsk ,https://confucius.nstu.ru/pages/istorija-sozdanija-missija-celi-zadachi,9/7/2007,,
Russia,Confucius Institute at Kazan Federal State University,https://kpfu.ru/eng/academic-units/humanities/institute-of-international-relations/structure/centers/confucius-institutes,maybe,Kazan,http://www.china.org.cn/top10/2012-05/07/content_25252751.htm,9/1/2007,,
Russia,Confucius Institute at Blagoveshchensk National Pedagogical University,http://www.sinocenter.ru/,yes,Blagoveshchensk,,,,
Russia,Confucius Institute at The Kalmyk State University,http://www.kalmsu.ru/,yes,Elista,"http://www.kalmykia.net/tag/the-confucius-institute/
https://eng.kalmgu.ru/confucius-institute-on-the-basis-of-kalmsu/confucius-institute-at-kalmyk-state-university/",4/24/2009,,
Russia,Confucius Institute at Tomsk State University,http://confucius.tsu.ru/,yes,Tomsk,,5/28/2008,,
Russia,Confucius Institute at Buryat State University,https://ci-bsu.ru/en/,yes,Ulan-Ude,"https://ci-bsu.ru/en/ob-institute/
https://www.bsu.ru/news/24851/",7/6/2007,,
Russia,Confucius Institute at Ural Federal University,http://ci.urfu.ru/,,,"https://english.gdufs.edu.cn/info/1042/2397.htm
",10/28/2008,,
Russia,Confucius Institute at Moscow State Linguistic University,http://www.ci-mglu.ru/,,,,,,
Russia,Confucius Institute at Ryazan State University,http://www.rsu.edu.ru/confucius,,,,,,
Russia,Confucius Institute at Nizhny Novgorod State Linguistic University,http://www.lunn.ru/confucius,,,,,,
Russia,Confucius Institute at Volgograd State Pedagogical University,http://www.confucius-vspu.ru/,,,,,,
Russia,Confucius Institute at Amur State University of Humanities and Pedagogy,http://ciamgpgu.ru.chinesecio.com/,,,,,,
Russia,Confucius Institute at Novosibirsk State University,http://nsu.ru/CCoLC,,,,,,
Russia,Confucius Institute at Krasnoyark State Pdeagogical University of V.P. Astafyev,http://zhuanti.hanban.org/videolist/?cat=718&tag=en,,,,,,
Rwanda,Confucius Institute at University of Rwanda-College of Education,http://ciurce.rw.chinesecio.com/,,,,,,
Senegal,Confucius Institute at University of Dakar,http://confucius.ucad.sn/,,,,,,
Samoa,Confucius Institute at National University of Samoa,http://zhuanti.hanban.org/videolist/?cat=687&tag=en,,,,,,
San Marino,Confucius Institute at University of the Republic of San Marino,http://www.istitutoconfuciosanmarino.sm/,,,,,,
Sao Tome and Principe,Confucius Institute at Sao Tome and Principe University,http://zhuanti.hanban.org/videolist/?cat=576&tag=en,,,,,,
Saudi Arabia,Confucius Institute at University of Jeddah,http://zhuanti.hanban.org/videolist/?cat=790&tag=en,,,,,,
Serbia,Confucius Institute in Belgrade,http://konfucije.fil.bg.ac.rs/,,,,,,
Serbia,Confucius Institute at University of Novi Sad,http://english.hanban.org/node_42256.htm,,,,,,
Seychelles,Confucius Institute at University of Seychelles,http://english.hanban.org/node_42056.htm,,,,,,
Sierra Leone,Cofucius Institute at University of Sierra Leone,http://english.hanban.org/node_42054.htm,,,,,,
Singapore,Confucius Institute at the Nanyang Technological University,http://www.ci.ntu.edu.sg/,,,,,,
Slovakia,Confucius Institute in Bratislava,http://english.hanban.org/node_10516.htm,,,,6/29/1905,,
Slovakia,Confucius Institute at Comenius University,https://uniba.sk/konfuciov-institut/,,,,,,
Slovakia,Confucius Institute for Business at Matej Bel University,http://zhuanti.hanban.org/videolist/?cat=723&tag=en,,,,,,
Slovenia,Confucius Institute at the University of Ljubljana,http://www.ef.uni-lj.si/konfucijev_institut,,,,,,
South Africa,Confucius Institute at Stellenbosch University,http://www.ccs.org.za/,,,,,,
South Africa,Confucius Institute at the University of Cape Town,http://www.confucius.uct.ac.za/,,,,,,
South Africa,Confucius Institute at Rhodes University,http://www.ru.ac.za/confuciusinstitute,,,,,,
South Africa,Confucius Institute at Durban University of Technology,http://dut.za.chinesecio.com/,,,,,,
South Africa,Confucius Institute at the University of Johannesburg,http://english.hanban.org/node_44823.htm,,,,,,
South Africa,Confucius Institute of Traditional Chinese Medicine at the University of Western Cape,http://zhuanti.hanban.org/videolist/?cat=671&tag=en,,,,,,
Spain,Confucius Institute in Madrid,http://www.confuciomadrid.es/,,,,,,
Spain,Confucius Institute at the University of Leon,http://fgulem.unileon.es/confucio/,,,,,,
Spain,Confucius Institute at the University of Granada,http://institutoconfucio.ugr.es/,,,,,,
Spain,Confucius Institute at the University of Valencia,https://www.uv.es/uvweb/economy/en/life-campus/languages/confucius-institute-1285848978007.html,,,,,,
Spain,Confucius Institute at The University of Las Palmas of Gran Canaria,http://www.english.ulpgc.es/index.php?option=com_content&view=article&id=136,,,,,,
Spain,Confucius Institute in Barcelona,http://english.hanban.org/node_10528.htm,,,,,,
Spain,Confucius Institute at University of Castilla-la Mancha,http://confucioclm.uclm.es/instituto-confucio/,,,,,,
Spain,Confucius Institute at University of Zaragoza,http://zhuanti.hanban.org/videolist/?cat=381&tag=en,,,,,,
Sri Lanka,Confucius Institute at the University of Kelaniya,http://english.hanban.org/node_10738.htm,,,,,,
Sri Lanka,Confucius Institute at Colombo University,http://english.hanban.org/node_45632.htm,,,,,,
Sudan,Confucius Institute at the University of Khartoum,http://english.hanban.org/node_10945.htm,,,,,,
Suriname,Confucius Institute at the Anton de Kom University of Suriname,http://zhuanti.hanban.org/videolist/?cat=148&tag=en,,,,,,
Sweden,Confucius Institute in Lulea,http://english.hanban.org/node_38135.htm,no,,,,,
Sweden,Borlange-Wuhan Friendship City Confucius Institute,http://zhuanti.hanban.org/videolist/?cat=435&tag=en,no,,,,,
Switzerland,Confucius Institute in Geneva,http://www.unige.ch/ic/Enseignement.html,,,,,,
Switzerland,Confucius Institute at the University of Basel,http://www.ciub.ch/en/,,,,,,
Tajikistan,Confucius Institute at Tajik National University,http://english.hanban.org/node_10689.htm,,,,,,
Tajikistan,Confucius Institute at Mining– metallurgical Institute of Tajikistan,http://www.gmit.tj/,,,,,,
Tanzania,Confucius Institute at the University of Dodoma,http://english.hanban.org/node_42057.htm,,,,,,
Tanzania,Confucius Institute at the University of Dar es Salaam,https://www.udsm.ac.tz/web/index.php/institutes/ci,,,,,,
Thailand,Confucius Institute at Chulalongkorn University,http://www.confucius.chula.ac.th/,,,,,,
Thailand,Confucius Institute at Kasetsart University,http://english.hanban.org/node_10711.htm,,,,,,
Thailand,Confucius Institute at Khon Kaen University,http://confucius.kku.ac.th/,,,,,,
Thailand,Confucius Institute at Mae Fah Luang University,http://english.hanban.org/node_10709.htm,,,,,,
Thailand,Confucius Institute at Chiang Mai University,http://cicmu.th.chinesecio.com/zh-hans,,,,,,
Thailand,Confucius Institute at Prince of Songkla University,http://www.confucius.psu.ac.th/,,,,,,
Thailand,Confucius Institute at Mahasarakham University,http://msuci.th.chinesecio.com/zh-hans,,,,,,
Thailand,Confucius Institute at Bansomdejchaopraya Rajabhat University,http://english.hanban.org/node_10705.htm,,,,,,
Thailand,Confucius Institute of Suan Dusit Rajabhat University at Suphanburi,http://www.confucius.dusit.ac.th/,,,,,,
Thailand,"Confucius Institute at Phuket, Prince of Songkla University",http://english.hanban.org/node_10703.htm,,,,,,
Thailand,Confucius Institute of Betong Municipality,http://www.hanbanthai.org/kongzixueyuan/cibetong/,,,,,,
Thailand,Confucius Institute at Burapha University,http://english.hanban.org/node_10701.htm,,,,,,
Thailand,Confucius Institute at Assumption University,http://www.ci.au.edu/,,,,,,
Thailand,Maritime Silk Road Confucius Institute,http://english.hanban.org/node_45638.htm,,,,,,
Thailand,Confucius Institute for Traditional Chinese Medicine at Huachiew Chalermprakiet,http://zhuanti.hanban.org/videolist/?cat=166&tag=en,,,,,,
Thailand,Maritime Silk Road Confucius Institute at Phranakhon Rajabhat University,http://zhuanti.hanban.org/videolist/?cat=386&tag=en,,,,,,
Togo,Confucius Institute at University of Lome,http://english.hanban.org/node_10951.htm,,,,,,
Trinidad and Tobage,"Confucius Institute at the University of the West Indies, St. Augustine Campus",https://sta.uwi.edu/confucius/home,,,,,,
Tunisia,Confucius Institute at University of Carthage,http://zhuanti.hanban.org/videolist/?cat=429&tag=en,,,,,,
Turkey,Confucius Institute at Bogazici University,http://www.confucius.boun.edu.tr/,,,,,,
Turkey,Confucius Institute at Middle East Technical University,http://ci.metu.edu.tr/zh-hans/,,,,,,
Turkey,Confucius Institute at Okan University,http://english.hanban.org/node_42188.htm,,,,,,
Turkey,Confucius Institute at Yeditepe University,http://english.hanban.org/node_45660.htm,yes,,http://www.confucio.uminho.pt/uploads/media_items/%E5%AD%A6%E5%AE%9E%E7%94%A8%E6%B1%89%E8%AF%AD-%E5%93%81%E9%9F%B5%E5%91%B3%E5%A4%A9%E6%B4%A5-%E5%8D%97%E5%BC%80%E5%A4%A7%E5%AD%A6-%E6%B1%89%E8%AF%AD%E6%A1%A5-%E7%9F%AD%E6%9C%9F%E7%BA%BF%E4%B8%8A%E9%A1%B9%E7%9B%AE%E6%8B%9B%E7%94%9F%E7%AE%80%E7%AB%A0-2.original.pdf,,,
Ukraine,Confucius Institute at Luhansk National Pedagogical University,http://confucius.luguniv.edu.ua/,,,,,,
Ukraine,Confucius Institute at South Ukranian National Pedagogical University,http://www.pdpu.edu.ua/,,,,,,
Ukraine,Confucius Institute at National Taras Shevchenko University of Kyiv,http://confucius.univ.kiev.ua.chinesecio.com/,,,,,,
Ukraine,Confucius Institute at Kharkiv State University,http://www.univer.kharkov.ua/,,,,,,
Ukraine,Confucius Institute at Kiev State Linguistic University,http://ciknlu.kiev.ua.chinesecio.com/zh-hans,,,,,,
Ukraine,Confucius Institute at Vinnytsia National Technical University,http://zhuanti.hanban.org/videolist/?cat=796&tag=en,,,,,,
Uganda,Confucius Institute at Makerere University,http://english.hanban.org/node_44743.htm,,,,,,
United Arab Emirates,Confucius Institute at Zayed University,http://www.zu.ac.ae/,Yes,Dubai,https://www.cizu.org,1/1/2010,,
United Arab Emirates,Confucius Institute University of Dubai,http://www.ud.ac.ae/,Yes,Dubai,https://www.mei.edu/publications/chinese-soft-power-and-dubais-confucius-institute,1/1/2011,,
United Kingdom,Confucius Institute at University of Liverpool,http://www.liv.ac.uk/confucius-institute,Yes,Liverpool,,10/22/2009,,
United Kingdom,Confucius Institute for Scotland in the University of Edinburgh,http://www.confuciusinstitute.ac.uk/,Yes,Edinburgh,,1/1/2007,,
United Kingdom,Confucius Institute at UCL Institute of Education,http://ci.ioe.ac.uk/,Yes,London,,6/1/2006,,
United Kingdom,Conrfucius Institute at the University of Aberdeen,http://www.abdn.ac.uk/confucius/,Yes,Aberdeen,,9/27/2013,,
United Kingdom,Confucius Institute at Edge Hill university,https://www.edgehill.ac.uk/confuciusinstitute/,maybe,Lancashire,,1/1/2015,,
United Kingdom,Confucius Institute at De Montfort University,http://english.hanban.org/node_42219.htm,Yes,Leicester,,3/21/2014,,
United Kingdom,Business Confucius Institute at the University of Leeds,https://confucius.leeds.ac.uk/,Yes,Leeds,,11/30/2013,,
United Kingdom,"Confucius Institute for Dance and Performance at Goldsmiths, University of London",https://www.gold.ac.uk/confucius-institute/,Yes,London,,6/1/2012,,
United Kingdom,Confucius Institute for Business London,https://www.lse.ac.uk/CIBL,Yes,London,,1/1/2006,,
United Kingdom,Confucius Institute at Lancaster University,https://www.lancaster.ac.uk/confucius-institute/,Yes,Lancaster,,1/1/2011,,
United Kingdom,"Confucius Institute for Traditional Chinese Medicine, London",https://lsbu-confucius.london/,No,London,,1/1/2007,,
United Kingdom,Confucius Institute at the University of Manchester,http://www.confuciusinstitute.manchester.ac.uk/,Maybe,Manchester,,10/1/2016,,
United Kingdom,Confucius Institute at the University of Nottingham,http://www.nottingham.ac.uk/chinese/confucius/index.aspx,Yes,Nottingham,,1/1/2007,,
United Kingdom,Confucius Institute at the University of Sheffield,http://www.shef.ac.uk/confucius,Yes,Sheffield,,9/1/2007,,
United Kingdom,Confucius Institute at Cardiff University,https://www.cardiff.ac.uk/confucius-institute,Yes,Cardiff,,1/1/2008,,
United Kingdom,Confucius Institute at the University of Central Lancashire,http://uclanci.uk.chinesecio.com/,,,,,,
United Kingdom,Confucius Institute at the University of Wales Trinity Saint David,http://www.uwtsd.ac.uk/confucius-institute/,,,,,,
United Kingdom,Confucius Institute at the University of Glasgow,http://www.glasgow.ac.uk/confuciusinstitute,yes,,http://www.confucio.uminho.pt/uploads/media_items/%E5%AD%A6%E5%AE%9E%E7%94%A8%E6%B1%89%E8%AF%AD-%E5%93%81%E9%9F%B5%E5%91%B3%E5%A4%A9%E6%B4%A5-%E5%8D%97%E5%BC%80%E5%A4%A7%E5%AD%A6-%E6%B1%89%E8%AF%AD%E6%A1%A5-%E7%9F%AD%E6%9C%9F%E7%BA%BF%E4%B8%8A%E9%A1%B9%E7%9B%AE%E6%8B%9B%E7%94%9F%E7%AE%80%E7%AB%A0-2.original.pdf,,,
United Kingdom,Confucius Institute at the University of Southampton,https://www.southampton.ac.uk/ci/index.page,,,,,,
United Kingdom,Confucius Institute at Ulster University,http://www.ulster.ac.uk/confucius,,,,,,
United Kingdom,Confucius Institute for Scotland’s Schools,http://www.strath.ac.uk/ciss,,,,,,
United Kingdom,Scottish Confucius Institute for Business and Communication at Heriot Watt University,http://english.hanban.org/node_43189.htm,,,https://confuciusinstitute.site.hw.ac.uk/team/,,,
United Kingdom,Confucius Institute at Newcastle University,http://www.ncl.ac.uk/sml/confucius/,,,,,,
United Kingdom,Confucius Institute at Bangor University,http://www.bangor.ac.uk/confucius-institute/,,,,,,
United Kingdom,Confucius Institute at the University of Hull,http://english.hanban.org/node_45712.htm,,,,,,
