,survey_year,country,id,id_survey,regional_location,qdate_s,sex,male,age,d_hhpeople,d_adult_us,wealthy,political_affiliation,religious_affiliation,education_level,us_econ_power,china_econ_power,japan_econ_power,eu_econ_power,other_econ_power,prefer_us_econ,prefer_china_econ,children_betteroff,confid_uspres: How much confidence you have in the U.S. President to do the right thing regarding world affairs? ,confid_uspres,us_threat,china_threat,fav_us,fav_china,fav_russia,country_satis,satisfied_democracy,confid_xi,confid_putin,econ_sit,religion_import,respect_china,respect_us,improve_econ,intthreat_econcondition,us_relationship,china_econ,china_military,"children_betteroff: When children today in (survey country) grow up, do you think they will be better off or worse off financially than their parents?",fav_us: I am _____ to  the U.S. ,fav_china: I am _____  to  China,fav_russia: I am _____  to  Russia,country_satis: How satisfied are you with the way things are going in our country today?,satisfied_democracy: How satisfied are you with the way democracy is working in our country?,confid_xi: How much confidence you have in Xi to do the right thing regarding world affairs? ,confid_putin: How much confidence you have in Putin  to do the right thing regarding world affairs? ,econ_sit: Describe the current economic situation in (survey country) ,econ_power: What is the world's leading economic power?,us_or_china: Is it more important for (survey country) to have strong economic ties with China or the United States?,religion_import: How important is religion in your life? ,respect_china: Does the government of China respects the personal freedoms of its people?,respect_us: Does the government of the US respects the personal freedoms of its people?,us_threat: Is the U.S.'s power and influence a threat to your country?,china_threat: Is China's power and influence a threat to your country?,improve_econ: How do you expect the economic condition to change in the next 12 months?,intthreat_econcondition: Is the condition of the global economy a threat to your country?,us_relationship: How would you describe your relationship with the U.S.?,china_econ: Do you think that China’s growing economy is a good thing for (survey country)?,china_military: Do you think that China’s growing military power is a good thing for (survey country)?,global_trade: Is trade and business ties between (survey country) and other countries a good thing or a bad thing for (survey country)?,global_movement: Is the movement of people between (survey country) and other countries a good thing or a bad thing for (survey country)?,global_information: Is the availability of news and information from other countries a good thing or a bad thing for (survey country)?,china_jobloss: Is the loss of U.S. jobs to China a serious problem?,china_deficit: Is the U.S. trade deficit with China a serious problem?,china_taiwan: Are tensions between China and Taiwan  a serious problem?,china_environ: Is China's impact on the global environment a serious problem?,china_debt: Is  the large amount of American debt that is held by China a serious problem?,china_terrdisputes: Are territorial disputes between China and neighboring countries a serious problem?,"us_def_china: If (survey country) and China got into a serious military conflict, do you think that the United States would use military force to defend our country?",china_econ_military: Does China's economic or military strength concern you more?,us_world_role: How does the U.S.'s role today compare to their role as a world leader 10 years ago?,world_role_china: How does China's role today compare to their role as a world leader 10 years ago?,world_role_russia: How does Russia's role today compare to their role as a world leader 10 years ago?,usrel_betterworse: How have relations between (survey country) and the U.S. changed over the past year?,involved_us: Is the U.S. helping to address major global problems?,influaffairs_russia: Do you think Russia tries to influence the internal affairs of other countries?,"interest_surveycountry: In making international policy decisions, to what extent do you think the U.S. takes into account the interests of (survey country)?",econ_ties_china: Describe current economic ties between (survey country) and China.,econ_ties_us: Describe current economic ties between (survey country) and the U.S.,foreign_threats: What country or group poses the greatest threat to (survey country) in the future?,foreign_allies: What country can (survey country) most rely on as a dependable ally in the future?,foreigncom_buy: How do foreign companies buying (survey country) companies impact (survey country)?,foreigncom_new: How do foreign companies building new factories impact (survey country)?,china_invest: How do you view investment from China?,future_usrel: How do you feel about (survey country)  relations with the U.S.,russia_relationship: Is it more important to have a close relationship to Russia or to the U.S.? ,us_mil_asia: How has the U.S. military presence in the Asia-Pacific region affected the (survey country)?,"china_us_enemy: Do you think of China as a partner, competitor or enemy of the U.S.?",econsys_reform: Do you think that the economic system of (survey country) needs to be reformed?,china_tough_econ: Is it more important to be tough on China's territorial disputes or build a strong economic relationship with them?,russia_threat: Is Russia's power and influence a threat to your country?,china_influence: How much influence does the China exert on other countries?,us_influence: How much influence does the U.S. exert on other countries?,polsys_reform: Do you think that the political system of (survey country) needs to be reformed?,econ_ties_usch: How do you view current economic ties between the U.S. and China?,adm1,adm1_id,month
28611,2020,Australia,28612,3063259,"Victoria (VIC), excluding Melbourne",7/24/20,Female,0,30,2,2,,Refused,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,3,3.0,,,2,2,2,1,,,2.0,2.0,,,,,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,,,Not too much confidence,Not too much confidence,Somewhat bad,China,,Not at all important,,,,,Worsen a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28612,2020,Australia,28613,3063267,"Queensland (QLD), excluding Brisbane",7/20/20,Female,0,63,88,88,,Labor,Atheist,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),0.0,0.0,1.0,0.0,0.0,,,,No confidence at all,1,,,3,2,3.0,,,2,3,1,2,,,3.0,2.0,,,,,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,,,Not too much confidence,Some confidence,Very bad,Japan,,Not too important,,,,,Remain the same,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28613,2020,Australia,28614,3063331,"Victoria (VIC), excluding Melbourne",7/20/20,Female,0,48,4,2,,Labor,Christian,Year 11 or equivalent (usually 17 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,2,3.0,,,2,2,3,3,,,5.0,2.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,,,Not too much confidence,Not too much confidence,Somewhat good,China,,Somewhat important,,,,,Improve a lot,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28614,2020,Australia,28615,3063345,New South Wales,7/24/20,Male,1,Refused,3,3,,Labor,Protestant,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,2,2.0,,,1,1,2,4,,,1.0,3.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat bad,The United States,,Very important,,,,,Worsen a lot,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28615,2020,Australia,28616,3063368,Victoria,7/23/20,Female,0,70,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Christian,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,0.0,0.0,1.0,0.0,,,,Some confidence,3,,,2,2,2.0,,,2,2,2,4,,,3.0,2.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,,,Not too much confidence,Not too much confidence,Somewhat bad,The countries of the European Union,,Very important,,,,,Remain the same,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28616,2020,Australia,28617,3063445,New South Wales,7/24/20,Female,0,33,2,2,,The Greens,Agnostic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,1,2.0,,,1,2,2,1,,,2.0,3.0,,,,,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,Not too much confidence,Somewhat bad,The United States,,Not at all important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28617,2020,Australia,28618,3063454,Victoria,7/20/20,Female,0,42,5,2,,Labor,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,2,2.0,,,1,2,2,1,,,1.0,3.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,,,No confidence at all,Not too much confidence,Somewhat bad,China,,Not at all important,,,,,Worsen a lot,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28618,2020,Australia,28619,3063552,"Victoria (VIC), excluding Melbourne",7/20/20,Male,1,60,4,2,,Liberal-National Party/Country Liberal Party/Liberal,Agnostic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,1,1,1.0,,,1,1,2,1,,,2.0,3.0,,,,,Very unfavorable,Very unfavorable,Very unfavorable,,,No confidence at all,No confidence at all,Somewhat bad,The United States,,Not at all important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28619,2020,Australia,28620,3063574,New South Wales,7/20/20,Male,1,86,2,2,,Labor,Agnostic,Year 8 or below (usually 14 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,1,1,1.0,,,1,1,3,2,,,4.0,2.0,,,,,Very unfavorable,Very unfavorable,Very unfavorable,,,No confidence at all,No confidence at all,Somewhat good,The United States,,Not too important,,,,,Improve a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28620,2020,Australia,28621,3063597,Victoria,7/24/20,Male,1,81,2,2,,Labor,Protestant,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,2,1.0,,,3,2,1,2,,,4.0,3.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,,,Some confidence,Not too much confidence,Very bad,China,,Not too important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28621,2020,Australia,28622,3063606,"New South Wales (NSW), excluding Sydney",7/20/20,Female,0,47,5,2,,Labor,Protestant,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,1,1,1.0,,,1,1,2,3,,,1.0,3.0,,,,,Very unfavorable,Very unfavorable,Very unfavorable,,,No confidence at all,No confidence at all,Somewhat bad,China,,Somewhat important,,,,,Worsen a lot,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28622,2020,Australia,28623,3063615,"South Australia (SA), excluding Adelaide",7/24/20,Male,1,69,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Christian,Year 11 or equivalent (usually 17 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,2,2.0,,,1,1,3,2,,,3.0,2.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat good,China,,Not too important,,,,,Remain the same,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,South Australia,AU-SA,7
28623,2020,Australia,28624,3063654,"Queensland (QLD), excluding Brisbane",7/20/20,Female,0,63,88,88,,Other,,Year 11 or equivalent (usually 17 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,1,1,2.0,,,1,2,2,1,,,1.0,3.0,,,,,Very unfavorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,Not too much confidence,Somewhat bad,China,,Not at all important,,,,,Worsen a lot,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28624,2020,Australia,28625,3063679,"New South Wales (NSW), excluding Sydney",7/20/20,Male,1,34,2,2,,Labor,Agnostic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,Not too much confidence,2,,,2,2,2.0,,,3,2,2,1,,,2.0,2.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,,,Some confidence,Not too much confidence,Somewhat bad,The United States,,Not at all important,,,,,Worsen a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28625,2020,Australia,28626,3063716,New South Wales,7/24/20,Male,1,66,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Agnostic,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),1.0,0.0,0.0,0.0,0.0,,,,A lot of confidence,4,,,4,1,3.0,,,1,3,3,4,,,2.0,3.0,,,,,Very favorable,Very unfavorable,Somewhat favorable,,,No confidence at all,Some confidence,Somewhat good,The United States,,Very important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28626,2020,Australia,28627,3063771,"Queensland (QLD), excluding Brisbane",7/25/20,Male,1,20,4,4,,Do not feel close to any party,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,3,1,3.0,,,3,3,3,1,,,4.0,3.0,,,,,Somewhat favorable,Very unfavorable,Somewhat favorable,,,Some confidence,Some confidence,Somewhat good,China,,Not at all important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28627,2020,Australia,28628,3063807,"New South Wales (NSW), excluding Sydney",7/20/20,Male,1,71,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 9 or equivalent (usually 15 years old),0.0,1.0,0.0,0.0,0.0,,,,Some confidence,3,,,2,1,2.0,,,2,3,3,2,,,4.0,3.0,,,,,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,,,Not too much confidence,Some confidence,Somewhat good,China,,Not too important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28628,2020,Australia,28629,3063812,"New South Wales (NSW), excluding Sydney",7/20/20,Female,0,83,88,88,,Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,0.0,0.0,1.0,0.0,,,,Not too much confidence,2,,,3,2,2.0,,,2,2,2,4,,,3.0,3.0,,,,,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,,,Not too much confidence,Not too much confidence,Somewhat bad,The countries of the European Union,,Very important,,,,,Remain the same,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28629,2020,Australia,28630,3063829,New South Wales,7/25/20,Female,0,71,2,2,,Labor,Catholic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,1,1,1.0,,,1,1,2,3,,,2.0,3.0,,,,,Very unfavorable,Very unfavorable,Very unfavorable,,,No confidence at all,No confidence at all,Somewhat bad,China,,Somewhat important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28630,2020,Australia,28631,3063846,"Queensland (QLD), excluding Brisbane",7/20/20,Male,1,24,2,2,,Don’t know,Atheist,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,Some confidence,3,,,9,9,9.0,,,3,3,2,1,,,9.0,3.0,,,,,Refused,Refused,Refused,,,Some confidence,Some confidence,Somewhat bad,China,,Not at all important,,,,,Refused,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28631,2020,Australia,28632,3063909,"New South Wales (NSW), excluding Sydney",7/20/20,Female,0,65,88,88,,Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,Not too much confidence,2,,,3,2,3.0,,,1,3,2,3,,,4.0,3.0,,,,,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,,,No confidence at all,Some confidence,Somewhat bad,The United States,,Somewhat important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28632,2020,Australia,28633,3063916,"New South Wales (NSW), excluding Sydney",7/20/20,Male,1,34,6,6,,The Greens,Agnostic,Year 8 or below (usually 14 years old),0.0,0.0,0.0,1.0,0.0,,,,No confidence at all,1,,,1,2,1.0,,,2,1,3,1,,,5.0,3.0,,,,,Very unfavorable,Somewhat unfavorable,Very unfavorable,,,Not too much confidence,No confidence at all,Somewhat good,The countries of the European Union,,Not at all important,,,,,Improve a lot,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28633,2020,Australia,28634,3063951,"Queensland (QLD), excluding Brisbane",7/22/20,Male,1,49,5,3,"$79,000 or less",One Nation,religious,Year 11 or equivalent (usually 17 years old),0.0,0.0,1.0,0.0,0.0,,,,A lot of confidence,4,,,1,1,3.0,,,1,1,1,1,,,1.0,3.0,,,,,Very unfavorable,Very unfavorable,Somewhat favorable,,,No confidence at all,No confidence at all,Very bad,Japan,,Not at all important,,,,,Worsen a lot,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28634,2020,Australia,28635,3063975,Tasmania,7/24/20,Female,0,33,2,2,,Labor,Atheist,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,3,2.0,,,2,1,2,1,,,1.0,2.0,,,,,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,,,Not too much confidence,No confidence at all,Somewhat bad,The United States,,Not at all important,,,,,Worsen a lot,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Tasmania,AU-TAS,7
28635,2020,Australia,28636,3064013,"Queensland (QLD), excluding Brisbane",7/20/20,Female,0,50,6,4,,Do not feel close to any party,religious,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,1,2.0,,,1,2,2,3,,,2.0,2.0,,,,,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,Not too much confidence,Somewhat bad,China,,Somewhat important,,,,,Worsen a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28636,2020,Australia,28637,3064055,"New South Wales (NSW), excluding Sydney",7/24/20,Female,0,50,2,2,"More than $79,000",Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,0.0,1.0,0.0,0.0,,,,A lot of confidence,4,,,8,2,3.0,,,3,3,2,3,,,1.0,3.0,,,,,Don't know,Somewhat unfavorable,Somewhat favorable,,,Some confidence,Some confidence,Somewhat bad,Japan,,Somewhat important,,,,,Worsen a lot,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28637,2020,Australia,28638,3064128,Queensland,7/20/20,Female,0,59,88,88,,Do not feel close to any party,Protestant,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,Not too much confidence,2,,,3,2,2.0,,,1,1,2,2,,,2.0,3.0,,,,,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat bad,The United States,,Not too important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28638,2020,Australia,28639,3064133,Queensland,7/21/20,Female,0,49,2,2,,Liberal-National Party/Country Liberal Party/Liberal,religious,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,2,2.0,,,1,2,2,4,,,2.0,2.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,,,No confidence at all,Not too much confidence,Somewhat bad,The United States,,Very important,,,,,Worsen a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28639,2020,Australia,28640,3064136,"Victoria (VIC), excluding Melbourne",7/20/20,Female,0,37,88,88,,Labor,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,2,2.0,,,1,1,4,2,,,3.0,3.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Very good,China,,Not too important,,,,,Remain the same,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28640,2020,Australia,28641,3064154,"Western Australia (WA), excluding Perth",7/20/20,Female,0,65,2,2,"$79,000 or less",Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 8 or below (usually 14 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,1,1,2.0,,,1,3,2,3,,,4.0,3.0,,,,,Very unfavorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,Some confidence,Somewhat bad,China,,Somewhat important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Western Australia,AU-WA,7
28641,2020,Australia,28642,3064167,Victoria,7/20/20,Female,0,63,2,2,,Do not feel close to any party,Protestant,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,0.0,0.0,1.0,0.0,,,,No confidence at all,1,,,3,2,2.0,,,2,2,8,3,,,2.0,2.0,,,,,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,,,Not too much confidence,Not too much confidence,Don't know,The countries of the European Union,,Somewhat important,,,,,Worsen a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28642,2020,Australia,28643,3064227,New South Wales,7/20/20,Male,1,72,88,88,,Labor,,Year 11 or equivalent (usually 17 years old),0.0,0.0,0.0,1.0,0.0,,,,No confidence at all,1,,,3,1,2.0,,,1,1,3,3,,,4.0,2.0,,,,,Somewhat favorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat good,The countries of the European Union,,Somewhat important,,,,,Improve a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28643,2020,Australia,28644,3064296,"South Australia (SA), excluding Adelaide",7/20/20,Male,1,54,3,2,,Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,3,1,2.0,,,1,1,2,3,,,2.0,3.0,,,,,Somewhat favorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat bad,The United States,,Somewhat important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,South Australia,AU-SA,7
28644,2020,Australia,28645,3064429,"New South Wales (NSW), excluding Sydney",7/20/20,Female,0,70,88,88,,Labor,Protestant,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,Don't know,8,,,8,8,8.0,,,8,8,3,2,,,3.0,3.0,,,,,Don't know,Don't know,Don't know,,,Don't know,Don't know,Somewhat good,The United States,,Not too important,,,,,Remain the same,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28645,2020,Australia,28646,3064452,Australian Capital Territory (ACT),7/20/20,Male,1,54,4,2,,Labor,Catholic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,0.0,0.0,1.0,0.0,,,,Not too much confidence,2,,,3,2,3.0,,,2,2,3,2,,,4.0,3.0,,,,,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,,,Not too much confidence,Not too much confidence,Somewhat good,The countries of the European Union,,Not too important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Australian Capital Territory,AU-ACT,7
28646,2020,Australia,28647,3064455,"New South Wales (NSW), excluding Sydney",7/24/20,Male,1,64,2,2,,National,Protestant,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),1.0,0.0,0.0,0.0,0.0,,,,Some confidence,3,,,4,2,2.0,,,2,2,4,4,,,4.0,3.0,,,,,Very favorable,Somewhat unfavorable,Somewhat unfavorable,,,Not too much confidence,Not too much confidence,Very good,The United States,,Very important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28647,2020,Australia,28648,3064479,New South Wales,7/20/20,Female,0,24,4,4,,Labor,religious,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,1,3.0,,,2,3,2,3,,,2.0,3.0,,,,,Somewhat unfavorable,Very unfavorable,Somewhat favorable,,,Not too much confidence,Some confidence,Somewhat bad,The United States,,Somewhat important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28648,2020,Australia,28649,3064482,"New South Wales (NSW), excluding Sydney",7/20/20,Male,1,Refused,2,2,,Do not feel close to any party,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,Some confidence,3,,,3,3,3.0,,,1,4,2,4,,,4.0,3.0,,,,,Somewhat favorable,Somewhat favorable,Somewhat favorable,,,No confidence at all,A lot of confidence,Somewhat bad,The United States,,Very important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28649,2020,Australia,28650,3064507,Victoria,7/20/20,Male,1,21,3,3,,Liberal-National Party/Country Liberal Party/Liberal,Agnostic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,Some confidence,3,,,3,1,2.0,,,3,3,3,3,,,4.0,3.0,,,,,Somewhat favorable,Very unfavorable,Somewhat unfavorable,,,Some confidence,Some confidence,Somewhat good,China,,Somewhat important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
